18000510,Ewk,Via Ykqb,940526105461,3.13,940526105461
18000511,Mxi,Mxa Yqsu,940526103013,3.95,940526103013
18000512,Mjt,Mxf Kmgo,940526105456,3.63,940526105456
18000513,Kow,Lud Uqbw,940526109877,3.5,940526109877
18000514,Xsi,Btx Ccyr,940526108148,3.68,940526108148
18000515,Nyy,Dsp Cxzo,940526106779,3.3,940526106779
18000516,Jdz,Lll Ttqu,940526102732,3.63,940526102732
18000517,App,Awc Exve,940526104531,3.2,940526104531
18000518,Uzo,Xsa Bvos,940526104747,3.91,940526104747
18000519,Svh,Gas Aeol,940526106151,3.34,940526106151
18000520,Pey,Pwa Vgbl,940526109421,3.82,940526109421
18000521,Hef,Bke Knpd,940526109015,3.37,940526109015
18000522,Qki,Iyn Kvvd,940526107503,3.77,940526107503
18000523,Dtd,Hpp Cyck,940526109663,3.0,940526109663
18000524,Ysx,Jbm Udwu,940526107596,3.18,940526107596
18000525,Yjl,Rma Sgsm,940526103927,3.17,940526103927
18000526,Zne,Xcr Unwl,940526107166,3.4,940526107166
18000527,Jor,Olk Hgnm,940526104854,3.55,940526104854
18000528,Ber,Fkd Zwsa,940526107689,3.95,940526107689
18000529,Jij,Gkg Nkfj,940526105763,3.84,940526105763
18000530,Ygd,Osr Lkou,940526107501,3.85,940526107501
18000531,Yhi,Qik Cmjo,940526109706,3.61,940526109706
18000532,Yoy,Zaf Qbwy,940526107390,3.31,940526107390
18000533,Pvu,Afo Xxgw,940526104420,3.08,940526104420
18000534,Oyf,Iyg Dpbn,940526104766,3.5,940526104766
18000535,Qgs,Dgd Vecu,940526108618,3.72,940526108618
18000536,Mrv,Wdv Sqsv,940526107115,3.42,940526107115
18000537,Zbk,Rva Zehx,940526100429,3.09,940526100429
18000538,Rwq,Zql Xuqr,940526104331,3.03,940526104331
18000539,Toh,Qhg Lcxi,940526108659,3.89,940526108659
18000540,Dsx,Jwy Ynqb,940526109595,3.04,940526109595
18000541,Pjp,Ulg Vagu,940526104822,3.95,940526104822
18000542,Smn,Neq Mjdf,940526106862,3.19,940526106862
18000543,Lzj,Wwn Aqkz,940526106559,3.35,940526106559
18000544,Hzm,Oga Pvef,940526105815,3.42,940526105815
18000545,Zqv,Rzx Mzru,940526103384,3.52,940526103384
18000546,Jno,Nvx Ibwv,940526108964,3.99,940526108964
18000547,Nha,Nzp Fjcp,940526107093,3.86,940526107093
18000548,Uhf,Ltr Icup,940526101609,3.25,940526101609
18000549,Bbc,Ult Ibmt,940526105615,3.4,940526105615
